conference,franchise,franchise_name,player,prev_salary,prev_years,ext_years,week,player_id,player_name,player_team,player_pos,roster_status,player_headshot,player_birth_date,player_jersey,player_rookie_season,player_draft_year,player_draft_round,player_draft_round_pick,player_draft_pick,team_logo_espn,team_logo_wikipedia,team_logo_squared,team_wordmark,team_color,team_color2,contract,ext_marker,fifth_year_option,eligibility_note,fifth_year_option_available,fifth_year_option_ineligible,fifth_year_option_ineligible_reason,fifth_year_draft_qualified,fifth_year_original_rookie_contract,fifth_year_position_eligible,has_exercised_5yo,fifth_year_option_salary,fifth_year_tag_level,fifth_year_tsp_pos,fifth_year_tsp_rank,fifth_year_tsp_points,fifth_year_starts,fifth_year_draft_year,fifth_year_draft_round,fifth_year_draft_pick,fifth_year_draft_overall,rookie_contract_type,max_rookie_remaining_years,rookie_signed_less_than_max,ext_window,contract_tool,ext_cooldown_ineligible,next_eligible_ext_year,next_eligible_ext_type,robust_pr_count,pr_current_pos,pr_current_total,pr_current_avg,pr_current_final,pr_recent_pos,pr_recent_total,pr_recent_avg,pr_recent_final,pr_previous_pos,pr_previous_total,pr_previous_avg,pr_previous_final,pr_current_season_local,pr_current_pos_local,pr_current_total_local,pr_current_avg_local,pr_current_final_local,pr_current_gp_local,pr_current_robust_local,pr_recent_season_local,pr_recent_pos_local,pr_recent_total_local,pr_recent_avg_local,pr_recent_final_local,pr_recent_gp_local,pr_previous_season_local,pr_previous_pos_local,pr_previous_total_local,pr_previous_avg_local,pr_previous_final_local,pr_previous_gp_local,epv_current,epv_recent,epv_previous,eys,new_salary,new_years
NFC,CHI,Chicago Bears,"Highsmith, Alex PIT DE",7.01,2,3,0,14940,"Highsmith, Alex",PIT,DE,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cczpmknwul24lusvhzyf",1997-08-07,56,2020,2020,3,38,102,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/PIT.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/PIT.png,#000000,#FFB612,2022 oEXT,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.57,5YO-,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,oEXT,FALSE,2023,oEXT,6,NA,NA,NA,NA,DE,20,12,12,DE,47,19,19,NA,NA,NA,NA,NA,NA,NA,2025,DE,20,12,12,12,2024,DE,47,19,19,10,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Hill, B.J. CIN DT",2,1,3,0,13742,"Hill, B.J.",CIN,DT,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t5d3t2wt1goqgv5njdqa",1995-04-20,92,2018,2018,3,5,69,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CIN.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CIN.png,#FB4F14,#000000,2026 UFA,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.06,5YO-,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,8,NA,NA,NA,NA,DT,17,29,17,DT,16,14,14,NA,NA,NA,NA,NA,NA,NA,2025,DT,17,29,17,16,2024,DT,16,14,14,14,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Hooker, Amani TEN S",2,1,3,0,14182,"Hooker, Amani",TEN,S,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u9zrvmlfnvzmgttdcsn6",1998-06-14,37,2019,2019,4,14,116,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Tennessee_Titans_Logo_2026.svg/250px-Tennessee_Titans_Logo_2026.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/TEN.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/TEN.png,#4495D2,#D50A0A,2026 UFA,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,7.4,5YO-,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,7,NA,NA,NA,NA,S,37,52,37,S,11,5,5,NA,NA,NA,NA,NA,NA,NA,2025,S,37,52,37,16,2024,S,11,5,5,14,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Humphrey, Marlon BAL CB",4.5,1,3,0,13223,"Humphrey, Marlon",BAL,CB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zru6ellib9fzob6zq5c3",1996-07-08,44,2017,2017,1,16,16,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/BAL.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/BAL.png,#241773,#9E7C0C,2026 UFA,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,3.8,5YO-,CB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,9,NA,NA,NA,NA,CB,9,6,6,CB,5,3,3,NA,NA,NA,NA,NA,NA,NA,2025,CB,9,6,6,14,2024,CB,5,3,3,15,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Hunter, Lee CAR DT",1.02,4,2,0,17570,"Hunter, Lee",CAR,DT,Taxi,https://a.espncdn.com/i/headshots/nfl/players/full/4431551.png,2002-07-02,92,2026,2026,2,17,49,https://a.espncdn.com/i/teamlogos/nfl/500/car.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CAR.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CAR.png,#0085CA,#000000,2026 4.21,NA,NA,Ineligible: 2+ current contract years; no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.06,5YO-,DT,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,4,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Hunter, Travis JAC WR",7.73,3,3,0,17074,"Hunter, Travis",JAC,WR,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/apfzii6u8pwj9ntvyfkk",2003-05-18,12,2025,2025,1,2,2,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/JAX.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/JAX.png,#006778,#000000,2025 1.03,NA,NA,Ineligible: 2+ current contract years; no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,29.7,5YO-,WR,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,3,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"James, Jordan SFO RB",1.14,3,3,0,17055,"James, Jordan",SFO,RB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vhkfigionbm4xwjcbfzg",2004-03-29,29,2025,2025,5,9,147,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/SF.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/SF.png,#AA0000,#B3995D,2025 4.05,NA,NA,Ineligible: 2+ current contract years; no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.47,5YO-,RB,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,3,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Jenkins, Kris CIN DT",1.12,1,3,0,16662,"Jenkins, Kris",CIN,DT,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nuyy0laahr8mf5dojflu",2001-10-10,90,2024,2024,2,17,49,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CIN.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CIN.png,#FB4F14,#000000,2024 4.15,NA,NA,Ineligible: rookie contract signed for less than maximum years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.06,5YO-,DT,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,2,TRUE,iEXT,NA,FALSE,NA,NA,2,NA,NA,NA,NA,DT,63,71,63,DT,83,105,83,NA,NA,NA,NA,NA,NA,NA,2025,DT,63,71,63,14,2024,DT,83,105,83,14,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Johnson, Chris MIA CB",1.12,4,2,0,17573,"Johnson, Chris",MIA,CB,Active,https://a.espncdn.com/i/headshots/nfl/players/full/4869579.png,2004-11-09,3,2026,2026,1,27,27,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/MIA.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/MIA.png,#008E97,#F58220,2026 4.04,NA,NA,Ineligible: 2+ current contract years; no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,3.8,5YO-,CB,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,4,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Jones, Patrick CAR DE",1.1,1,3,0,15398,"Jones, Patrick",CAR,DE,Taxi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yj0r18rgx7oishozdalv",1998-09-29,91,2021,2021,3,26,90,https://a.espncdn.com/i/teamlogos/nfl/500/car.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CAR.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CAR.png,#0085CA,#000000,2026 R/F,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.57,5YO-,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,4,NA,NA,NA,NA,DE,48,53,48,DE,82,94,82,NA,NA,NA,NA,NA,NA,NA,2024,DE,48,53,48,15,2023,DE,82,94,82,16,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Karlaftis, George KCC DE",3.91,4,2,0,15808,"Karlaftis, George",KCC,DE,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hxs6hihwuusxydnr8skh",2001-04-03,56,2022,2022,1,30,30,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/KC.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/KC.png,#E31837,#FFB612,2025 iEXT,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.57,5YO-,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,iEXT,FALSE,2026,iEXT,4,NA,NA,NA,NA,DE,29.5,37.5,29.5,DE,26,36,26,NA,NA,NA,NA,NA,NA,NA,2025,DE,29.5,37.5,29.5,16,2024,DE,26,36,26,16,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Lance, Bryce NOS WR",1.02,4,2,0,17519,"Lance, Bryce",NOS,WR,Taxi,https://a.espncdn.com/i/headshots/nfl/players/full/4879276.png,2001-09-20,18,2026,2026,4,36,136,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NO.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NO.png,#D3BC8D,#000000,2026 4.20,NA,NA,Ineligible: 2+ current contract years; no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,29.7,5YO-,WR,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,4,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Lane, Jaylin WAS WR",0.99,2,3,0,17184,"Lane, Jaylin",WAS,WR,Taxi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ozgin9atyuq92buo2eoa",2002-05-01,83,2025,2025,4,26,128,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Washington_commanders.svg/100px-Washington_commanders.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/WAS.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/WAS.png,#5A1414,#FFB612,2025 UDFA,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,29.7,5YO-,WR,NA,NA,NA,NA,NA,NA,NA,UDFA,2,FALSE,iEXT,NA,FALSE,NA,NA,1,NA,NA,NA,NA,WR,137,160,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,WR,137,160,137,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Lewis, Cam CHI S",1.1,1,3,0,15140,"Lewis, Cam",CHI,S,Taxi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zjktx8s1xlcacohcfimq",1997-04-13,21,2019,NA,NA,NA,NA,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CHI.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CHI.png,#0B162A,#E64100,2026 R/F,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,7.4,5YO-,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,4,NA,NA,NA,NA,S,71,88,71,S,56,75,56,NA,NA,NA,NA,NA,NA,NA,2025,S,71,88,71,16,2024,S,56,75,56,16,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Lloyd, MarShawn GBP RB",1.42,2,3,0,16604,"Lloyd, MarShawn",GBP,RB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ufhthbjqbgb6mggscdc9",2001-01-05,32,2024,2024,3,24,88,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/GB.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/GB.png,#203731,#FFB612,2024 3.06,NA,NA,Ineligible: 2+ current contract years; no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.47,5YO-,RB,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,2,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Loveland, Colston CHI TE",4.32,3,3,0,17104,"Loveland, Colston",CHI,TE,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyjb6vfug7gaunvcune3",2004-04-09,84,2025,2025,1,10,10,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CHI.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CHI.png,#0B162A,#E64100,2025 1.08,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,9.78,5YO-,TE,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,3,FALSE,iEXT,NA,FALSE,NA,NA,1,NA,NA,NA,NA,TE,10,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,TE,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Mafe, Boye CIN DE",1.1,1,3,0,15853,"Mafe, Boye",CIN,DE,Taxi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/smudeksouwxr6zynwcws",1998-11-30,53,2022,2022,2,8,40,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CIN.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CIN.png,#FB4F14,#000000,2026 R/F,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.57,5YO-,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,4,NA,NA,NA,NA,DE,80,103,80,DE,37,32,32,NA,NA,NA,NA,NA,NA,NA,2025,DE,80,103,80,16,2024,DE,37,32,32,14,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Mahomes, Patrick KCC QB",41.48,3,3,0,13116,"Mahomes, Patrick",KCC,QB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iireqbn32cpg9fn4sfy7",1995-09-17,15,2017,2017,1,10,10,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/KC.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/KC.png,#E31837,#FFB612,2023 oEXT,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,26.69,5YO-,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,oEXT,FALSE,2024,oEXT,8,NA,NA,NA,NA,QB,9,7,7,QB,9,12,9,NA,NA,NA,NA,NA,NA,NA,2025,QB,9,7,7,14,2024,QB,9,12,9,16,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"McDuffie, Isaiah GBP LB",1.1,1,3,0,15473,"McDuffie, Isaiah",GBP,LB,Taxi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfscpyshsfu3hswm7lkd",1999-07-21,58,2021,2021,6,36,220,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/GB.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/GB.png,#203731,#FFB612,2026 ERFA,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,8.7,5YO-,LB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,5,NA,NA,NA,NA,LB,57.5,68.5,57.5,LB,48,60,48,NA,NA,NA,NA,NA,NA,NA,2025,LB,57.5,68.5,57.5,16,2024,LB,48,60,48,16,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"McGowan, Seth IND RB",0.94,3,3,0,17475,"McGowan, Seth",IND,RB,Taxi,https://a.espncdn.com/i/headshots/nfl/players/full/4686468.png,2001-10-23,NA,2026,2026,7,21,237,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/IND.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/IND.png,#002C5F,#a5acaf,2026 UDFA,NA,NA,Ineligible: 2+ current contract years; no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.47,5YO-,RB,NA,NA,NA,NA,NA,NA,NA,UDFA,3,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"McLaurin, Terry WAS WR",22.8,2,3,0,14109,"McLaurin, Terry",WAS,WR,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wokz1etv1wj1vhbmvxgs",1995-09-15,17,2019,2019,3,12,76,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Washington_commanders.svg/100px-Washington_commanders.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/WAS.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/WAS.png,#5A1414,#FFB612,2026 B/R,NA,NA,Ineligible: 2+ current contract years; Signed 2026 B/R; next eligible EXT is 2027 oEXT,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,29.7,5YO-,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,B/R,TRUE,2027,oEXT,7,NA,NA,NA,NA,WR,48,23,23,WR,5,13,5,NA,NA,NA,NA,NA,NA,NA,2025,WR,48,23,23,9,2024,WR,5,13,5,16,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Miller, Kendre NOS RB",2.34,1,3,0,16171,"Miller, Kendre",NOS,RB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jz3mpvifmldus3ipdvu1",2002-06-11,5,2023,2023,3,8,71,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NO.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NO.png,#D3BC8D,#000000,2023 2.03,NA,NA,Ineligible: no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.47,5YO-,RB,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,1,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,CHI,Chicago Bears,"Miller, Ventrell JAC LB",1.1,1,3,0,16296,"Miller, Ventrell",JAC,LB,Taxi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gmxgq1mjnbdjjpcggamn",1999-01-15,51,2023,2023,4,19,121,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/JAX.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/JAX.png,#006778,#000000,2026 R/F,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,8.7,5YO-,LB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,2,NA,NA,NA,NA,LB,84,91,84,LB,55,62,55,NA,NA,NA,NA,NA,NA,NA,2025,LB,84,91,84,16,2024,LB,55,62,55,15,NA,NA,NA,NA,NA,NA
