season,week,conference,player_id,roster_status
2026,1,AFC,17118,Active
2026,1,AFC,17119,INJURED_RESERVE
2026,1,AFC,17120,Active
2026,1,AFC,17121,Active
2026,1,AFC,17122,INJURED_RESERVE
2026,1,AFC,17123,Active
2026,1,AFC,17124,Active
2026,1,AFC,17125,Active
2026,1,AFC,17126,Active
2026,1,AFC,17127,Active
2026,1,AFC,17128,Active
2026,1,AFC,17129,Active
2026,1,AFC,17130,INJURED_RESERVE
2026,1,AFC,17131,Active
2026,1,AFC,17132,Active
2026,1,AFC,17134,Active
2026,1,AFC,17135,Active
2026,1,AFC,17136,Active
2026,1,AFC,17137,Active
2026,1,AFC,17138,INJURED_RESERVE
2026,1,AFC,17139,Active
2026,1,AFC,17141,Active
2026,1,AFC,17143,Active
2026,1,AFC,17144,Active
2026,1,AFC,17145,Active
2026,1,AFC,17146,Active
2026,1,AFC,17147,Active
2026,1,AFC,17148,Active
2026,1,AFC,17149,Active
2026,1,AFC,17151,INJURED_RESERVE
2026,1,AFC,17152,INJURED_RESERVE
2026,1,AFC,17153,Active
2026,1,AFC,17155,Active
2026,1,AFC,17157,Active
2026,1,AFC,17160,Active
2026,1,AFC,17161,Active
2026,1,AFC,17162,Active
2026,1,AFC,17163,Active
2026,1,AFC,17167,Active
2026,1,AFC,17169,Active
2026,1,AFC,17171,Active
2026,1,AFC,17172,Active
2026,1,AFC,17174,Active
2026,1,AFC,17178,Active
2026,1,AFC,17179,Active
2026,1,AFC,17181,Active
2026,1,AFC,17182,Active
2026,1,AFC,17185,Active
2026,1,AFC,17187,Active
2026,1,AFC,17202,Active
2026,1,AFC,17205,Active
2026,1,AFC,17241,Active
2026,1,AFC,17256,Active
2026,1,AFC,17339,Active
2026,1,AFC,17462,Active
2026,1,AFC,17463,Taxi
2026,1,AFC,17466,Active
2026,1,AFC,17467,Active
2026,1,AFC,17468,Taxi
2026,1,AFC,17472,Active
2026,1,AFC,17473,Active
2026,1,AFC,17474,Active
2026,1,AFC,17475,Active
2026,1,AFC,17476,Active
2026,1,AFC,17477,Active
2026,1,AFC,17478,Active
2026,1,AFC,17481,Active
2026,1,AFC,17482,Active
2026,1,AFC,17485,Active
2026,1,AFC,17497,Active
2026,1,AFC,17498,INJURED_RESERVE
2026,1,AFC,17499,Active
2026,1,AFC,17500,Active
2026,1,AFC,17501,Active
2026,1,AFC,17502,Active
2026,1,AFC,17503,Active
2026,1,AFC,17504,Active
2026,1,AFC,17505,Active
2026,1,AFC,17506,Active
2026,1,AFC,17507,Active
2026,1,AFC,17508,Active
2026,1,AFC,17509,INJURED_RESERVE
2026,1,AFC,17511,Active
2026,1,AFC,17512,Active
2026,1,AFC,17514,Active
2026,1,AFC,17517,Active
2026,1,AFC,17518,Active
2026,1,AFC,17519,Active
2026,1,AFC,17520,Active
2026,1,AFC,17521,Active
2026,1,AFC,17529,Active
2026,1,AFC,17542,Active
2026,1,AFC,17543,Active
2026,1,AFC,17544,INJURED_RESERVE
2026,1,AFC,17546,Taxi
2026,1,AFC,17547,Active
2026,1,AFC,17548,Taxi
2026,1,AFC,17550,Active
2026,1,AFC,17551,Active
2026,1,AFC,17552,Active
2026,1,AFC,17553,Active
2026,1,AFC,17554,Active
2026,1,AFC,17555,Active
2026,1,AFC,17556,Active
2026,1,AFC,17557,Active
2026,1,AFC,17558,Active
2026,1,AFC,17559,Active
2026,1,AFC,17560,Active
2026,1,AFC,17561,Active
2026,1,AFC,17562,Active
2026,1,AFC,17563,Active
