salary_source,position,rank,player,conference,salary
Jul1 Sal,CB,136.0,"Marshall, Jason MIA CB",NFC,1.1
Jul1 Sal,CB,137.0,"McCollum, Zyon TBB CB",AFC,1.1
Jul1 Sal,CB,138.0,"McCreary, Roger DET CB",NFC,1.1
Jul1 Sal,CB,139.0,"McCreary, Roger DET CB",AFC,1.1
Jul1 Sal,CB,140.0,"McDuffie, Trent LAR CB",AFC,1.1
Jul1 Sal,CB,141.0,"Moore, Kenny FA CB",NFC,1.1
Jul1 Sal,CB,142.0,"Morrison, Benjamin TBB CB",NFC,1.1
Jul1 Sal,CB,143.0,"Murphy, Byron MIN CB",AFC,1.1
Jul1 Sal,CB,144.0,"Newsome, Greg NYG CB",NFC,1.1
Jul1 Sal,CB,145.0,"Parrish, Jacob TBB CB",AFC,1.1
Jul1 Sal,CB,146.0,"Phillips, Andru NYG CB",AFC,1.1
Jul1 Sal,CB,147.0,"Phillips, Clark ATL CB",NFC,1.1
Jul1 Sal,CB,148.0,"Pierre, James MIN CB",NFC,1.1
Jul1 Sal,CB,149.0,"Porter, Darien LVR CB",NFC,1.1
Jul1 Sal,CB,150.0,"Rakestraw, Ennis DET CB",AFC,1.1
Jul1 Sal,CB,151.0,"Revel, Shavon DAL CB",NFC,1.1
Jul1 Sal,CB,152.0,"Riley, Quincy NOS CB",NFC,1.1
Jul1 Sal,CB,153.0,"Riley, Quincy NOS CB",AFC,1.1
Jul1 Sal,CB,154.0,"Robertson, Amik WAS CB",AFC,1.1
Jul1 Sal,CB,155.0,"Rodgers, Isaiah MIN CB",NFC,1.1
Jul1 Sal,CB,156.0,"Rodgers, Isaiah MIN CB",AFC,1.1
Jul1 Sal,CB,157.0,"Smith-Wade, Chau CAR CB",NFC,1.1
Jul1 Sal,CB,158.0,"Stephens, Brandon NYJ CB",NFC,1.1
Jul1 Sal,CB,159.0,"Stephens, Brandon NYJ CB",AFC,1.1
Jul1 Sal,CB,160.0,"Still, Tarheeb LAC CB",AFC,1.1
Jul1 Sal,CB,161.0,"Stokes, Eric LVR CB",NFC,1.1
Jul1 Sal,CB,162.0,"Stout, Upton SFO CB",NFC,1.1
Jul1 Sal,CB,163.0,"Stout, Upton SFO CB",AFC,1.1
Jul1 Sal,CB,164.0,"Taylor-Britt, Cam IND CB",NFC,1.1
Jul1 Sal,CB,165.0,"Terrell, A.J. ATL CB",AFC,1.1
Jul1 Sal,CB,166.0,"Valentine, Carrington GBP CB",NFC,1.1
Jul1 Sal,CB,167.0,"Ward, Denzel CLE CB",NFC,1.1
Jul1 Sal,CB,168.0,"Williams, Garrett ARI CB",NFC,1.1
Jul1 Sal,CB,169.0,"Williams, Nohl KCC CB",NFC,1.1
Jul1 Sal,CB,170.0,"Williams, Nohl KCC CB",AFC,1.1
Jul1 Sal,CB,171.0,"Woolen, Tariq PHI CB",NFC,1.1
Jul1 Sal,CB,172.0,"Woolen, Tariq PHI CB",AFC,1.1
Jul1 Sal,CB,173.0,"Wright, Nahshon NYJ CB",NFC,1.1
Jul1 Sal,CB,174.0,"Wright, Nahshon NYJ CB",AFC,1.1
Jul1 Sal,CB,175.0,"Ya-Sin, Rock DET CB",AFC,1.1
Jul1 Sal,CB,176.0,"Lassiter, Kamari HOU CB",NFC,1.09
Jul1 Sal,CB,177.0,"McKinstry, Kool-Aid NOS CB",AFC,1.09
Jul1 Sal,CB,178.0,"McKinstry, Kool-Aid NOS CB",NFC,1.08
Jul1 Sal,CB,179.0,"Ponds, D'Angelo NYJ CB",NFC,1.08
Jul1 Sal,CB,180.0,"Johnson, Will ARI CB",NFC,1.06
Jul1 Sal,CB,181.0,"Lassiter, Kamari HOU CB",AFC,1.03
Jul1 Sal,CB,182.0,"Phillips, Andru NYG CB",NFC,1.03
Jul1 Sal,CB,183.0,"Revel, Shavon DAL CB",AFC,1.03
Jul1 Sal,CB,184.0,"Bowman, Billy ATL CB",NFC,1.02
Jul1 Sal,CB,185.0,"Terrell, Avieon ATL CB",NFC,1.0
Jul1 Sal,CB,186.0,"Amos, Trey WAS CB",NFC,0.99
Jul1 Sal,CB,187.0,"Bowman, Billy ATL CB",AFC,0.99
Jul1 Sal,CB,188.0,"McCoy, Jermod LVR CB",AFC,0.99
Jul1 Sal,CB,189.0,"Morrison, Benjamin TBB CB",AFC,0.99
Jul1 Sal,CB,190.0,"Parrish, Jacob TBB CB",NFC,0.99
Jul1 Sal,CB,191.0,"Porter, Darien LVR CB",AFC,0.99
Jul1 Sal,CB,192.0,"Ransaw, Caleb JAC CB",NFC,0.99
Jul1 Sal,CB,193.0,"Ransaw, Caleb JAC CB",AFC,0.99
Jul1 Sal,CB,194.0,"Scott, Keionte TBB CB",NFC,0.99
Jul1 Sal,CB,195.0,"Thomas, Azareye'h NYJ CB",AFC,0.99
Jul1 Sal,CB,196.0,"Cisse, Brandon GBP CB",NFC,0.98
Jul1 Sal,CB,197.0,"Hood, Colton NYG CB",NFC,0.98
Jul1 Sal,CB,198.0,"Scott, Keionte TBB CB",AFC,0.98
Jul1 Sal,CB,199.0,"Abney, Keith DET CB",NFC,0.94
Jul1 Sal,CB,200.0,"Abney, Keith DET CB",AFC,0.94
Jul1 Sal,CB,201.0,"Canady, Jadon KCC CB",NFC,0.94
Jul1 Sal,CB,202.0,"Canady, Jadon KCC CB",AFC,0.94
Jul1 Sal,CB,203.0,"Cisse, Brandon GBP CB",AFC,0.94
Jul1 Sal,CB,204.0,"Davis, Tacario CIN CB",NFC,0.94
Jul1 Sal,CB,205.0,"Davis, Tacario CIN CB",AFC,0.94
Jul1 Sal,CB,206.0,"Demmings, Charles MIN CB",NFC,0.94
Jul1 Sal,CB,207.0,"Everette, Daylen PIT CB",AFC,0.94
Jul1 Sal,CB,208.0,"Hall, TJ NOS CB",NFC,0.94
Jul1 Sal,CB,209.0,"Hall, TJ NOS CB",AFC,0.94
Jul1 Sal,CB,210.0,"Hood, Colton NYG CB",AFC,0.94
Jul1 Sal,CB,211.0,"Igbinosun, Davison BUF CB",NFC,0.94
Jul1 Sal,CB,212.0,"Igbinosun, Davison BUF CB",AFC,0.94
Jul1 Sal,CB,213.0,"Jackson, Domani GBP CB",NFC,0.94
Jul1 Sal,CB,214.0,"Lee, Will CAR CB",AFC,0.94
Jul1 Sal,CB,215.0,"McCoy, Jermod LVR CB",NFC,0.94
Jul1 Sal,CB,216.0,"Moore, Devin DAL CB",NFC,0.94
Jul1 Sal,CB,217.0,"Moore, Devin DAL CB",AFC,0.94
Jul1 Sal,CB,218.0,"Muhammad, Malik CHI CB",NFC,0.94
Jul1 Sal,CB,219.0,"Muhammad, Malik CHI CB",AFC,0.94
Jul1 Sal,CB,220.0,"Neal, Julian SEA CB",NFC,0.94
Jul1 Sal,CB,221.0,"Neal, Julian SEA CB",AFC,0.94
Jul1 Sal,CB,222.0,"Prysock, Ephesians SFO CB",NFC,0.94
Jul1 Sal,CB,223.0,"Rivers, Chandler BAL CB",NFC,0.94
Jul1 Sal,CB,224.0,"Rivers, Chandler BAL CB",AFC,0.94
Jul1 Sal,S,-1.0,,,15.77
Jul1 Sal,S,0.0,,,15.6
Jul1 Sal,S,1.0,"Winfield, Antoine TBB S",NFC,15.43
Jul1 Sal,S,2.0,"Hufanga, Talanoa DEN S",AFC,9.77
Jul1 Sal,S,3.0,"Love, Julian SEA S",AFC,9.55
Jul1 Sal,S,4.0,"Byard, Kevin NEP S",AFC,9.48
Jul1 Sal,S,5.0,"Winfield, Antoine TBB S",AFC,9.11
Jul1 Sal,S,6.0,"Hamilton, Kyle BAL S",NFC,8.45
Jul1 Sal,S,7.0,"Joseph, Kerby DET S",AFC,8.21
Jul1 Sal,S,8.0,"Love, Julian SEA S",NFC,7.94
Jul1 Sal,S,9.0,"Cross, Nick WAS S",NFC,7.8
Jul1 Sal,S,10.0,"Hamilton, Kyle BAL S",AFC,7.8
Jul1 Sal,S,11.0,"Elliott, DeShon PIT S",NFC,7.7
Jul1 Sal,S,12.0,"Baker, Budda ARI S",AFC,7.37
Jul1 Sal,S,13.0,"Holland, Jevon NYG S",NFC,7.3
Jul1 Sal,S,14.0,"Moehrig, Trevon CAR S",NFC,7.18
Jul1 Sal,S,15.0,"Dugger, Kyle CIN S",AFC,7.08
Jul1 Sal,S,16.0,"Moehrig, Trevon CAR S",AFC,6.92
Jul1 Sal,S,17.0,"Gardner-Johnson, Chauncey BUF S",AFC,6.75
Jul1 Sal,S,18.0,"Cross, Nick WAS S",AFC,6.66
Jul1 Sal,S,19.0,"Battle, Jordan CIN S",AFC,6.5
Jul1 Sal,S,20.0,"Bynum, Camryn IND S",NFC,6.27
Jul1 Sal,S,21.0,"James, Derwin LAC S",AFC,6.04
Jul1 Sal,S,22.0,"Hufanga, Talanoa DEN S",NFC,5.92
Jul1 Sal,S,23.0,"Pitre, Jalen HOU S",AFC,5.89
Jul1 Sal,S,24.0,"Jones, Brandon DEN S",AFC,5.88
Jul1 Sal,S,25.0,"McKinney, Xavier GBP S",AFC,5.88
Jul1 Sal,S,26.0,"Metellus, Josh MIN S",AFC,5.88
Jul1 Sal,S,27.0,"Battle, Jordan CIN S",NFC,5.81
Jul1 Sal,S,28.0,"Dugger, Kyle CIN S",NFC,5.72
Jul1 Sal,S,29.0,"James, Derwin LAC S",NFC,5.67
Jul1 Sal,S,30.0,"Hooker, Amani TEN S",AFC,5.43
Jul1 Sal,S,31.0,"Bates, Jessie ATL S",AFC,5.1
Jul1 Sal,S,32.0,"Bynum, Camryn IND S",AFC,5.1
Jul1 Sal,S,33.0,"Williams, Evan GBP S",NFC,5.05
Jul1 Sal,S,34.0,"Chinn, Jeremy LVR S",AFC,5.01
Jul1 Sal,S,35.0,"Conner, Chamarri KCC S",AFC,4.95
Jul1 Sal,S,36.0,"Elliott, DeShon PIT S",AFC,4.94
Jul1 Sal,S,37.0,"McKinney, Xavier GBP S",NFC,4.74
Jul1 Sal,S,38.0,"Fitzpatrick, Minkah NYJ S",AFC,4.5
Jul1 Sal,S,39.0,"Brisker, Jaquan PIT S",AFC,4.47
Jul1 Sal,S,40.0,"Lake, Quentin LAR S",AFC,4.39
Jul1 Sal,S,41.0,"Byard, Kevin NEP S",NFC,4.18
Jul1 Sal,S,42.0,"Joseph, Kerby DET S",NFC,4.1
Jul1 Sal,S,43.0,"Bryant, Coby CHI S",NFC,4.02
Jul1 Sal,S,44.0,"Lake, Quentin LAR S",NFC,3.9
Jul1 Sal,S,45.0,"Hamlin, Damar BUF S",AFC,3.84
Jul1 Sal,S,46.0,"Bryant, Coby CHI S",AFC,3.83
Jul1 Sal,S,47.0,"Bates, Jessie ATL S",NFC,3.8
Jul1 Sal,S,48.0,"Blankenship, Reed HOU S",AFC,3.75
Jul1 Sal,S,49.0,"Branch, Brian DET S",NFC,3.7
Jul1 Sal,S,50.0,"Branch, Brian DET S",AFC,3.7
Jul1 Sal,S,51.0,"Reid, Justin NOS S",NFC,3.61
Jul1 Sal,S,52.0,"Johnson, Antonio JAC S",AFC,3.52
Jul1 Sal,S,53.0,"Stone, Geno BUF S",AFC,3.52
Jul1 Sal,S,54.0,"Hawkins, Jaylinn BAL S",NFC,3.45
Jul1 Sal,S,55.0,"Baker, Budda ARI S",NFC,3.27
Jul1 Sal,S,56.0,"Thieneman, Dillon CHI S",NFC,3.08
Jul1 Sal,S,57.0,"Delpit, Grant CLE S",NFC,2.98
Jul1 Sal,S,58.0,"Curl, Kamren LAR S",NFC,2.88
Jul1 Sal,S,59.0,"Curl, Kamren LAR S",AFC,2.85
Jul1 Sal,S,60.0,"Downs, Caleb DAL S",AFC,2.76
Jul1 Sal,S,61.0,"Pitre, Jalen HOU S",NFC,2.7
Jul1 Sal,S,62.0,"Holland, Jevon NYG S",AFC,2.67
Jul1 Sal,S,63.0,"Downs, Caleb DAL S",NFC,2.62
Jul1 Sal,S,64.0,"Jackson, Theo MIN S",AFC,2.47
Jul1 Sal,S,65.0,"Thompson, Jalen DAL S",NFC,2.47
Jul1 Sal,S,66.0,"Johnson, Antonio JAC S",NFC,2.45
Jul1 Sal,S,67.0,"Thieneman, Dillon CHI S",AFC,2.29
Jul1 Sal,S,68.0,"Hickman, Ronnie CLE S",AFC,2.26
Jul1 Sal,S,69.0,"Delpit, Grant CLE S",AFC,2.2
Jul1 Sal,S,70.0,"Thompson, Jalen DAL S",AFC,2.18
Jul1 Sal,S,71.0,"Chinn, Jeremy LVR S",NFC,2.1
Jul1 Sal,S,72.0,"Metellus, Josh MIN S",NFC,2.1
Jul1 Sal,S,73.0,"Brisker, Jaquan PIT S",NFC,2.09
Jul1 Sal,S,74.0,"Melifonwu, Ifeatu MIA S",AFC,2.06
Jul1 Sal,S,75.0,"Mustapha, Malik SFO S",AFC,2.06
Jul1 Sal,S,76.0,"Blankenship, Reed HOU S",NFC,2.01
Jul1 Sal,S,77.0,"Cook, Bryan CIN S",NFC,2.01
Jul1 Sal,S,78.0,"Clark, Chuck DET S",NFC,2.0
Jul1 Sal,S,79.0,"Fitzpatrick, Minkah NYJ S",NFC,2.0
Jul1 Sal,S,80.0,"Gardner-Johnson, Chauncey BUF S",NFC,2.0
Jul1 Sal,S,81.0,"Gilman, Alohi KCC S",NFC,2.0
Jul1 Sal,S,82.0,"Gilman, Alohi KCC S",AFC,2.0
Jul1 Sal,S,83.0,"Hooker, Amani TEN S",NFC,2.0
Jul1 Sal,S,84.0,"Jefferson, Tony LAC S",NFC,2.0
Jul1 Sal,S,85.0,"Jones, Brandon DEN S",NFC,2.0
Jul1 Sal,S,86.0,"Okada, Ty SEA S",NFC,2.0
Jul1 Sal,S,87.0,"Stone, Geno BUF S",NFC,2.0
Jul1 Sal,S,88.0,"Jackson, Theo MIN S",NFC,1.9
Jul1 Sal,S,89.0,"Martin, Quan WAS S",NFC,1.84
Jul1 Sal,S,90.0,"Starks, Malaki BAL S",AFC,1.72
Jul1 Sal,S,91.0,"Nubin, Tyler NYG S",AFC,1.69
Jul1 Sal,S,92.0,"McNeil-Warren, Emmanuel CLE S",AFC,1.67
Jul1 Sal,S,93.0,"Emmanwori, Nick SEA S",NFC,1.61
Jul1 Sal,S,94.0,"Emmanwori, Nick SEA S",AFC,1.57
Jul1 Sal,S,95.0,"Martin, Quan WAS S",AFC,1.55
Jul1 Sal,S,96.0,"Bullard, Javon GBP S",AFC,1.44
Jul1 Sal,S,97.0,"McNeil-Warren, Emmanuel CLE S",NFC,1.44
Jul1 Sal,S,98.0,"Starks, Malaki BAL S",NFC,1.41
Jul1 Sal,S,99.0,"Nubin, Tyler NYG S",NFC,1.38
Jul1 Sal,S,100.0,"Haulcy, A.J. IND S",AFC,1.34
Jul1 Sal,S,101.0,"Bishop, Cole BUF S",NFC,1.32
Jul1 Sal,S,102.0,"Bullard, Javon GBP S",NFC,1.3
Jul1 Sal,S,103.0,"Watts, Xavier ATL S",NFC,1.29
Jul1 Sal,S,104.0,"Haulcy, A.J. IND S",NFC,1.26
Jul1 Sal,S,105.0,"Watts, Xavier ATL S",AFC,1.26
Jul1 Sal,S,106.0,"Bishop, Cole BUF S",AFC,1.24
Jul1 Sal,S,107.0,"Reid, Justin NOS S",AFC,1.2
Jul1 Sal,S,108.0,"Brown, Ji'Ayir SFO S",NFC,1.17
Jul1 Sal,S,109.0,"Stukes, Treydan LVR S",NFC,1.17
Jul1 Sal,S,110.0,"Mukuba, Andrew PHI S",AFC,1.14
Jul1 Sal,S,111.0,"Smith, Tykee TBB S",NFC,1.12
Jul1 Sal,S,112.0,"Kinchens, Kamren LAR S",NFC,1.11
Jul1 Sal,S,113.0,"Mukuba, Andrew PHI S",NFC,1.11
Jul1 Sal,S,114.0,"Belton, Dane NYJ S",NFC,1.1
Jul1 Sal,S,115.0,"Belton, Dane NYJ S",AFC,1.1
Jul1 Sal,S,116.0,"Blackmon, Julian NOS S",NFC,1.1
Jul1 Sal,S,117.0,"Blackmon, Julian NOS S",AFC,1.1
Jul1 Sal,S,118.0,"Brown, Ji'Ayir SFO S",AFC,1.1
Jul1 Sal,S,119.0,"Brown, Sydney ATL S",NFC,1.1
Jul1 Sal,S,120.0,"Bullock, Calen HOU S",NFC,1.1
Jul1 Sal,S,121.0,"Cisco, Andre NYJ S",NFC,1.1
Jul1 Sal,S,122.0,"Clark, Bud SEA S",NFC,1.1
Jul1 Sal,S,123.0,"Conner, Chamarri KCC S",NFC,1.1
Jul1 Sal,S,124.0,"Cook, Bryan CIN S",AFC,1.1
Jul1 Sal,S,125.0,"Davis, Ashtyn SFO S",NFC,1.1
Jul1 Sal,S,126.0,"Epps, Marcus PHI S",NFC,1.1
Jul1 Sal,S,127.0,"Epps, Marcus PHI S",AFC,1.1
Jul1 Sal,S,128.0,"Harris, Will WAS S",NFC,1.1
Jul1 Sal,S,129.0,"Harris, Will WAS S",AFC,1.1
Jul1 Sal,S,130.0,"Hawkins, Jaylinn BAL S",AFC,1.1
Jul1 Sal,S,131.0,"Hickman, Ronnie CLE S",NFC,1.1
Jul1 Sal,S,132.0,"Hicks, Jaden KCC S",AFC,1.1
Jul1 Sal,S,133.0,"Hooker, Malik DAL S",NFC,1.1
Jul1 Sal,S,134.0,"Hooker, Malik DAL S",AFC,1.1
Jul1 Sal,S,135.0,"Izien, Christian DET S",NFC,1.1
Jul1 Sal,S,136.0,"Johnson, Lonnie MIA S",NFC,1.1
Jul1 Sal,S,137.0,"Johnson, Lonnie MIA S",AFC,1.1
Jul1 Sal,S,138.0,"Lewis, Cam CHI S",AFC,1.1
Jul1 Sal,S,139.0,"Locke, P.J. DAL S",AFC,1.1
Jul1 Sal,S,140.0,"Melifonwu, Ifeatu MIA S",NFC,1.1
Jul1 Sal,S,141.0,"Mickens, R.J. LAC S",AFC,1.1
Jul1 Sal,S,142.0,"Molden, Elijah LAC S",NFC,1.1
Jul1 Sal,S,143.0,"Molden, Elijah LAC S",AFC,1.1
Jul1 Sal,S,144.0,"Murray, Eric JAC S",NFC,1.1
Jul1 Sal,S,145.0,"Murray, Eric JAC S",AFC,1.1
Jul1 Sal,S,146.0,"Okada, Ty SEA S",AFC,1.1
Jul1 Sal,S,147.0,"Pola-Mao, Isaiah LVR S",NFC,1.1
Jul1 Sal,S,148.0,"Pola-Mao, Isaiah LVR S",AFC,1.1
Jul1 Sal,S,149.0,"Scott, Nick CAR S",NFC,1.1
Jul1 Sal,S,150.0,"Scott, Nick CAR S",AFC,1.1
Jul1 Sal,S,151.0,"Sigle, Marques SFO S",NFC,1.1
Jul1 Sal,S,152.0,"Smith, Harrison FA S",AFC,1.1
Jul1 Sal,S,153.0,"Taylor-Demerson, Dadrion ARI S",NFC,1.1
Jul1 Sal,S,154.0,"Trader, Dante MIA S",NFC,1.1
Jul1 Sal,S,155.0,"Trader, Dante MIA S",AFC,1.1
Jul1 Sal,S,156.0,"Ward, Jay MIN S",NFC,1.1
Jul1 Sal,S,157.0,"Washington, Ar'Darius NYG S",NFC,1.1
Jul1 Sal,S,158.0,"Washington, Ar'Darius NYG S",AFC,1.1
Jul1 Sal,S,159.0,"Wingard, Andrew ARI S",NFC,1.1
Jul1 Sal,S,160.0,"Wohler, Hunter IND S",NFC,1.1
Jul1 Sal,S,161.0,"Kinchens, Kamren LAR S",AFC,1.09
Jul1 Sal,S,162.0,"Stukes, Treydan LVR S",AFC,1.09
Jul1 Sal,S,163.0,"Bullock, Calen HOU S",AFC,1.08
Jul1 Sal,S,164.0,"Smith, Tykee TBB S",AFC,1.08
Jul1 Sal,S,165.0,"Taylor-Demerson, Dadrion ARI S",AFC,1.08
Jul1 Sal,S,166.0,"Winston, Kevin TEN S",AFC,1.04
Jul1 Sal,S,167.0,"Mustapha, Malik SFO S",NFC,1.03
Jul1 Sal,S,168.0,"Williams, Evan GBP S",AFC,1.03
Jul1 Sal,S,169.0,"Winston, Kevin TEN S",NFC,1.03
Jul1 Sal,S,170.0,"Woodson, Craig NEP S",AFC,1.03
Jul1 Sal,S,171.0,"Sanker, Jonas NOS S",AFC,1.02
Jul1 Sal,S,172.0,"Clark, Bud SEA S",AFC,1.0
Jul1 Sal,S,173.0,"Jackson, Dan DET S",AFC,0.99
Jul1 Sal,S,174.0,"Moore, Malachi NYJ S",NFC,0.99
Jul1 Sal,S,175.0,"Moore, Malachi NYJ S",AFC,0.99
Jul1 Sal,S,176.0,"Ransom, Lathan CAR S",NFC,0.99
Jul1 Sal,S,177.0,"Ransom, Lathan CAR S",AFC,0.99
Jul1 Sal,S,178.0,"Sanker, Jonas NOS S",NFC,0.99
Jul1 Sal,S,179.0,"Woodson, Craig NEP S",NFC,0.99
Jul1 Sal,S,180.0,"Kilgore, Jalon BUF S",AFC,0.98
Jul1 Sal,S,181.0,"Thomas, Jakobe MIN S",AFC,0.98
Jul1 Sal,S,182.0,"Huskey, Jalen JAC S",AFC,0.94
Jul1 Sal,S,183.0,"Johnson, Dalton LVR S",NFC,0.94
Jul1 Sal,S,184.0,"Johnson, Dalton LVR S",AFC,0.94
Jul1 Sal,S,185.0,"Kilgore, Jalon BUF S",NFC,0.94
Jul1 Sal,S,186.0,"Payne, VJ NYJ S",AFC,0.94
Jul1 Sal,S,187.0,"Ramsey, Kamari HOU S",NFC,0.94
Jul1 Sal,S,188.0,"Ramsey, Kamari HOU S",AFC,0.94
Jul1 Sal,S,189.0,"Scott, Miles DEN S",NFC,0.94
Jul1 Sal,S,190.0,"Smith, Genesis LAC S",NFC,0.94
Jul1 Sal,S,191.0,"Smith, Genesis LAC S",AFC,0.94
Jul1 Sal,S,192.0,"Spears-Jennings, Robert PIT S",NFC,0.94
Jul1 Sal,S,193.0,"Styles, Lorenzo NOS S",NFC,0.94
Jul1 Sal,S,194.0,"Styles, Lorenzo NOS S",AFC,0.94
Jul1 Sal,S,195.0,"Taaffe, Michael MIA S",NFC,0.94
Jul1 Sal,S,196.0,"Taaffe, Michael MIA S",AFC,0.94
Jul1 Sal,S,197.0,"Thomas, Jakobe MIN S",NFC,0.94
Jul1 Sal,S,198.0,"Wheatley, Zakee CAR S",NFC,0.94
Jul1 Sal,S,199.0,"Wheatley, Zakee CAR S",AFC,0.94
